1.000000000000000056e-01,5.060200114023294220e-03,1.386435131003705690e-01,6.385943368958524324e-02
1.200000000000000094e-01,4.428090808933096700e-03,1.347303723649811991e-01,5.064668607271997219e-02
1.400000000000000133e-01,3.876899677320166590e-03,1.290438740757341995e-01,3.930272532045162720e-02
1.600000000000000311e-01,3.433971836230247879e-03,1.189272630093001631e-01,2.974671298195397801e-02
1.800000000000000211e-01,3.449403397628803339e-03,1.035183007214961481e-01,2.395525520515900259e-02
2.000000000000000111e-01,1.892602126073416637e-03,8.520337636134021897e-02,2.088102927826950353e-02
2.200000000000000289e-01,4.394689707929696001e-04,6.418976340146512194e-02,2.015930600991415467e-02
2.400000000000000189e-01,-5.073647061480970845e-04,3.986195643481459799e-02,1.995782600165132981e-02
2.600000000000000089e-01,-6.967305668931999228e-04,8.651057184856678767e-03,2.009314341519278721e-02
2.800000000000000266e-01,-1.577169692925544427e-03,-1.994907951027485166e-02,2.088102806869362657e-02
3.000000000000000444e-01,-3.092869707173783768e-03,-4.793237028489653884e-02,2.220042694992262200e-02
3.200000000000000622e-01,-3.264893410842230510e-03,-7.730023713407267738e-02,2.714458334220567690e-02
3.400000000000000799e-01,-4.889106238564661783e-03,-1.050034451962100213e-01,3.693354730044787204e-02
3.600000000000000977e-01,-6.205077562476754224e-03,-1.262666768758822777e-01,5.028293574028264851e-02
3.800000000000000044e-01,-8.194935666854903308e-03,-1.416517383086113580e-01,6.755754543966466241e-02
4.000000000000000222e-01,-8.477064986594888552e-03,-1.478146193609436165e-01,8.680356759996581129e-02
4.200000000000000400e-01,-8.474577504752538876e-03,-1.466119765863251045e-01,1.102723187114964393e-01
4.400000000000000577e-01,-8.667028518700608739e-03,-1.399702490681118405e-01,1.252280164425307873e-01
4.600000000000000755e-01,-8.513252453894075769e-03,-1.302660063950278058e-01,1.355689340991542424e-01
4.800000000000000933e-01,-7.937042603758538012e-03,-1.220556987479450434e-01,1.412698979693433610e-01
5.000000000000001110e-01,-8.231112455308746065e-03,-1.060549841291041767e-01,1.443490338444586851e-01
5.200000000000001288e-01,-7.505454885459561520e-03,-9.111237445965111870e-02,1.433004057887494187e-01
5.400000000000000355e-01,-6.091175359949499782e-03,-7.744008093105177182e-02,1.404260172123085737e-01
5.600000000000000533e-01,-5.195596774757327979e-03,-6.435741854084062186e-02,1.361770055863990581e-01
5.800000000000000711e-01,-4.092202412874698485e-03,-4.958606554419357076e-02,1.309919859621513361e-01
6.000000000000000888e-01,-3.231615557649092883e-03,-3.146517703295627355e-02,1.259394898296448961e-01
6.200000000000001066e-01,-2.611377388978030137e-03,-1.699143784082578212e-02,1.222171968707364831e-01
6.400000000000001243e-01,-1.532181593542225216e-03,-2.423162006775083505e-03,1.206994370126166227e-01
6.600000000000000311e-01,-1.006288122152839857e-03,1.331561982186985071e-02,1.205873055401664867e-01
6.800000000000000488e-01,-1.477377417201104163e-03,2.763324802632249194e-02,1.218513240699794081e-01
7.000000000000000666e-01,-7.696512007608469598e-04,3.906770983897212002e-02,1.249571093514880715e-01
7.200000000000000844e-01,-1.050572423154126807e-03,4.917613276055774613e-02,1.286676783816693981e-01
7.400000000000001021e-01,5.872678073437097215e-04,5.706710106207483341e-02,1.325648537148823858e-01
7.600000000000001199e-01,5.818531198659600539e-04,6.239935400057446124e-02,1.359329743403411839e-01
7.800000000000001377e-01,7.372427182843947855e-04,6.639908389782510356e-02,1.386736671725161407e-01
8.000000000000001554e-01,6.175757050217230582e-04,6.816296442403932399e-02,1.393185028901813560e-01
8.200000000000001732e-01,2.963688558836365117e-04,6.798333300115683153e-02,1.376463693824993562e-01
8.400000000000000799e-01,-3.113147018971842896e-05,6.582385005367466513e-02,1.338246943699742952e-01
8.600000000000000977e-01,5.875244708788653807e-04,6.235009282540097258e-02,1.267186563387864007e-01
8.800000000000001155e-01,5.979544392075344245e-04,5.717736938371684174e-02,1.169470739795147318e-01
9.000000000000001332e-01,6.191891997318996633e-04,5.073467591395256632e-02,1.029952187740936914e-01
9.200000000000001510e-01,2.771841851127868962e-04,4.408156908982618916e-02,8.670098353290259241e-02
9.400000000000001688e-01,-1.781188799124897991e-04,3.739968597251681209e-02,6.739804075477509593e-02
9.600000000000001865e-01,6.459744439429209503e-04,3.122017283850821515e-02,4.434892096764339597e-02
9.800000000000000933e-01,8.936877863240063388e-04,2.797942221946866578e-02,2.572791989516508976e-02
1.000000000000000222e+00,1.132644925780226710e-03,2.726548093375614004e-02,5.512006958113539745e-03
1.020000000000000240e+00,6.353915921827549967e-04,2.753946081560699338e-02,1.319802731448237610e-03
1.040000000000000258e+00,-8.251316100095642354e-06,2.515640064060578954e-02,1.276326203294525855e-02
1.060000000000000275e+00,-1.877205663962618672e-03,1.927190894491404363e-02,3.082948258545190404e-02
1.080000000000000293e+00,-1.225167778231138265e-03,9.530364958526230112e-03,4.983479220779574170e-02
1.100000000000000311e+00,-2.147705151070194302e-03,4.873047405555114807e-04,6.589174984751444697e-02
