1.000000000000000056e-01,-2.196142604721181613e+00,3.500000000000000000e+01
1.200000000000000094e-01,-2.091435561818100641e+00,3.500000000000000000e+01
1.400000000000000133e-01,-1.965104475150662777e+00,3.500000000000000000e+01
1.600000000000000311e-01,-1.811728833723831977e+00,3.500000000000000000e+01
1.800000000000000211e-01,-1.637300262192341593e+00,3.500000000000000000e+01
2.000000000000000111e-01,-1.441662895233008168e+00,3.500000000000000000e+01
2.200000000000000289e-01,-1.223770341333269007e+00,3.500000000000000000e+01
2.400000000000000189e-01,-9.785193747541697240e-01,3.561239035591276547e+01
2.600000000000000089e-01,-7.026239131317989495e-01,3.500000000000000000e+01
2.800000000000000266e-01,-3.846879141006476210e-01,3.563592942981337330e+01
3.000000000000000444e-01,-5.679076661845835344e-02,3.500000000000000000e+01
3.200000000000000622e-01,2.458516774099085422e-01,3.500000000000000000e+01
3.400000000000000799e-01,5.299471632333687676e-01,3.529117266851346812e+01
3.600000000000000977e-01,8.004253244080856700e-01,3.500000000000000000e+01
3.800000000000000044e-01,1.052197045254354757e+00,3.527765625000000682e+01
4.000000000000000222e-01,1.282901302005535760e+00,3.500000000000000000e+01
4.200000000000000400e-01,1.471660218349059246e+00,3.500000000000000000e+01
4.400000000000000577e-01,1.611001173456969804e+00,3.500000000000000000e+01
4.600000000000000755e-01,1.695420463936482935e+00,3.500000000000000000e+01
4.800000000000000933e-01,1.721099518188104804e+00,3.500000000000000000e+01
5.000000000000001110e-01,1.698898116224099253e+00,3.500000000000000000e+01
5.200000000000001288e-01,1.651919976551832869e+00,3.567223556058878131e+01
5.400000000000000355e-01,1.604012554668724722e+00,3.500000000000000000e+01
5.600000000000000533e-01,1.562134694668704915e+00,3.500000000000000000e+01
5.800000000000000711e-01,1.526129543274132416e+00,3.500000000000000000e+01
6.000000000000000888e-01,1.493066984256105956e+00,3.501811059907825552e+01
6.200000000000001066e-01,1.451618408081636780e+00,3.500000000000000000e+01
6.400000000000001243e-01,1.395193575357768001e+00,3.500000000000000000e+01
6.600000000000000311e-01,1.259400492994536158e+00,3.533023636702026238e+01
6.800000000000000488e-01,1.084641469814629389e+00,3.593345143941787256e+01
7.000000000000000666e-01,8.316056044943324066e-01,3.500000000000000000e+01
7.200000000000000844e-01,5.466325709718294901e-01,3.597132814238034371e+01
