1.000000000000000056e-01,1.800981835449135980e-03,7.933744187796723524e-02,2.847093349410621532e-01
1.200000000000000094e-01,1.523995203408791540e-03,8.029387139409314977e-02,2.810209260415071353e-01
1.400000000000000133e-01,1.491652700635631539e-03,8.030027582181935297e-02,2.786655024639461131e-01
1.600000000000000311e-01,1.767642516236467677e-03,9.227197573103082529e-02,2.614249343496086730e-01
1.800000000000000211e-01,2.059707541368584541e-03,1.012496984359303742e-01,2.492748691236467695e-01
2.000000000000000111e-01,3.088489439920249352e-03,1.084047699466356152e-01,2.335414977194263386e-01
2.200000000000000289e-01,3.859233336866727763e-03,1.130709288119044476e-01,2.106281907814473997e-01
2.400000000000000189e-01,4.329239205785715208e-03,1.142821877449241436e-01,1.826877457092149215e-01
2.600000000000000089e-01,4.022866645967133892e-03,1.105330459305979979e-01,1.492520335296391720e-01
2.800000000000000266e-01,3.690176743287222443e-03,1.002218787024497099e-01,1.077155770596420065e-01
3.000000000000000444e-01,3.375508921333675305e-03,8.658989531778900350e-02,6.751804417337098352e-02
3.200000000000000622e-01,3.161200005606137377e-03,7.006283577604860424e-02,2.681663354255059417e-02
3.400000000000000799e-01,1.808428724667157823e-03,6.172201498916379120e-02,1.194808989757887782e-02
3.600000000000000977e-01,8.675502919335631793e-04,5.689032576648606759e-02,5.680133553618581937e-03
3.800000000000000044e-01,-6.457218987124483528e-04,4.314394022422930741e-03,3.280909651542895933e-02
4.000000000000000222e-01,-1.656817938908945699e-03,-4.256470651209488809e-02,7.449459691659364446e-02
4.200000000000000400e-01,-3.178862173704638094e-03,-7.260840354263396745e-02,1.030003127098902960e-01
4.400000000000000577e-01,-4.701269397907261935e-03,-9.143927894173342619e-02,1.234638601023498594e-01
4.600000000000000755e-01,-4.827239912027629296e-03,-9.628833497810469766e-02,1.300698126738618898e-01
4.800000000000000933e-01,-3.783882647466329813e-03,-1.166071152037138348e-01,1.606375579796130715e-01
5.000000000000001110e-01,-6.237801832674905872e-03,-1.397419301066419040e-01,1.920105457783293501e-01
5.200000000000001288e-01,-7.894363948715244980e-03,-1.603230163216949611e-01,2.191618193783681223e-01
5.400000000000000355e-01,-9.743375258754623930e-03,-1.733435826253937329e-01,2.368971441328412697e-01
5.600000000000000533e-01,-9.039229794862338463e-03,-1.803198533455696306e-01,2.572841846169600100e-01
5.800000000000000711e-01,-9.255320462613873464e-03,-1.880919057174587350e-01,2.802414978631945774e-01
6.000000000000000888e-01,-9.600032247143083439e-03,-1.909940739450653457e-01,2.952242448448112455e-01
6.200000000000001066e-01,-8.960296416373740580e-03,-1.884691434153167866e-01,3.058971001008004009e-01
6.400000000000001243e-01,-8.497117769798967837e-03,-1.805675832675196213e-01,3.092539113450011312e-01
6.600000000000000311e-01,-7.602128656640029340e-03,-1.672320374639345852e-01,3.036624199862594797e-01
6.800000000000000488e-01,-7.005338885464737833e-03,-1.551656368922936513e-01,2.935454126617280113e-01
7.000000000000000666e-01,-6.442991540918586307e-03,-1.326238412560522828e-01,2.646211092907725382e-01
7.200000000000000844e-01,-5.603633180391359193e-03,-1.169520386110774884e-01,2.365927040344307786e-01
7.400000000000001021e-01,-3.436998489165989969e-03,-9.894473445502773024e-02,2.050262812622112296e-01
7.600000000000001199e-01,-2.515226949454204674e-03,-7.908974816215187664e-02,1.704037445649974059e-01
7.800000000000001377e-01,-1.409366050116900001e-03,-5.589463026786699318e-02,1.406377087504771251e-01
8.000000000000001554e-01,4.244064854422082431e-04,-2.205856411780014043e-02,1.059075302187890005e-01
8.200000000000001732e-01,8.272331292400350415e-04,1.191845402844039434e-02,7.834775427249419943e-02
8.400000000000000799e-01,1.266523060865333908e-02,5.423253454531015705e-02,6.468026631479299737e-02
8.600000000000000977e-01,2.025337797063427731e-03,7.737291911403038069e-02,1.857086719420637105e-02
8.800000000000001155e-01,1.925813209584352438e-03,8.756662580418946018e-02,2.169162594553362272e-02
9.000000000000001332e-01,3.544262661019397919e-03,8.813394129710476477e-02,5.765835932750895676e-02
9.200000000000001510e-01,3.145867696954744459e-03,9.063112062188559415e-02,1.016398990567492222e-01
9.400000000000001688e-01,2.676925015138290065e-03,9.402504842701225884e-02,1.432941978925640347e-01
9.600000000000001865e-01,2.250649113201769105e-03,1.005662385935143371e-01,1.889193941881096572e-01
9.800000000000000933e-01,2.730292525902595826e-03,1.095137778436573034e-01,2.275817043864215017e-01
1.000000000000000222e+00,3.502865356118956778e-03,1.216432334493377787e-01,2.566382928585942969e-01
1.020000000000000240e+00,4.399432787101482077e-03,1.378589505101693036e-01,2.802650717313973638e-01
1.040000000000000258e+00,5.008232932034679084e-03,1.547589918502552675e-01,2.952170329568271079e-01
1.060000000000000275e+00,5.253417440769807614e-03,1.742160170320885548e-01,3.037912859695187651e-01
1.080000000000000293e+00,6.343154284744114725e-03,1.914999265737825640e-01,3.018083203973138673e-01
1.100000000000000311e+00,6.495121730235763752e-03,2.054618645269797039e-01,2.916878718743668442e-01
1.120000000000000329e+00,6.050320652510817604e-03,2.143671492790009681e-01,2.765443267692524465e-01
1.140000000000000346e+00,8.558400862577475454e-03,2.193412256727998999e-01,2.570798229816415592e-01
1.160000000000000364e+00,7.824678568870015172e-03,2.177524627622731690e-01,2.299693350798027447e-01
