0.000000000000000000e+00,1.867621609250768033e-01,4.200000000000000000e+01
2.000000000000000042e-02,1.850275753064972717e-01,4.200000000000000000e+01
4.000000000000000083e-02,1.829382558824079741e-01,4.288477637130801412e+01
5.999999999999999778e-02,1.799551211788342764e-01,4.200000000000000000e+01
8.000000000000000167e-02,1.743449448835135696e-01,4.200000000000000000e+01
1.000000000000000056e-01,1.680903579694255356e-01,4.200000000000000000e+01
1.199999999999999956e-01,1.611713736342639813e-01,4.284640104506858904e+01
1.400000000000000133e-01,1.527748886154747243e-01,4.200000000000000000e+01
1.600000000000000033e-01,1.428900698862120566e-01,4.253416952054794820e+01
1.799999999999999933e-01,1.329801011681098488e-01,4.200000000000000000e+01
2.000000000000000111e-01,1.224426938825495526e-01,4.200000000000000000e+01
2.200000000000000011e-01,1.107973322365027602e-01,4.289031742508323930e+01
2.399999999999999911e-01,1.004158701131178666e-01,4.200000000000000000e+01
2.600000000000000089e-01,9.045454811400005513e-02,4.206788004997916630e+01
2.800000000000000266e-01,8.252802828748402597e-02,4.293285318559554753e+01
2.999999999999999889e-01,7.636202648807828564e-02,4.274241393965152014e+01
3.200000000000000067e-01,7.319189599544882741e-02,4.200000000000000000e+01
3.400000000000000244e-01,7.334345642078221594e-02,4.200000000000000000e+01
3.599999999999999867e-01,7.649591048310774855e-02,4.200000000000000000e+01
3.800000000000000044e-01,8.268856121451272079e-02,4.200000000000000000e+01
4.000000000000000222e-01,9.074005669338859603e-02,4.290885380919699799e+01
4.199999999999999845e-01,1.000312261044008916e-01,4.200000000000000000e+01
4.400000000000000022e-01,1.092590585453046825e-01,4.235487068028689350e+01
4.600000000000000200e-01,1.189449096899734132e-01,4.200000000000000000e+01
4.799999999999999822e-01,1.271210808606156872e-01,4.300000000000000000e+01
5.000000000000000000e-01,1.357107967926825531e-01,4.200000000000000000e+01
5.200000000000000178e-01,1.431165078957948589e-01,4.200000000000000000e+01
5.400000000000000355e-01,1.481919331300925735e-01,4.200000000000000000e+01
5.600000000000000533e-01,1.534939525878069588e-01,4.200000000000000000e+01
5.799999999999999600e-01,1.568983562358677586e-01,4.200000000000000000e+01
5.999999999999999778e-01,1.591207029677123852e-01,4.200000000000000000e+01
6.199999999999999956e-01,1.601917781318178968e-01,4.200000000000000000e+01
6.400000000000000133e-01,1.597257495385923931e-01,4.200000000000000000e+01
6.600000000000000311e-01,1.575234637336268839e-01,4.200000000000000000e+01
6.800000000000000488e-01,1.550813043047351292e-01,4.244332101717022709e+01
7.000000000000000666e-01,1.511670612963241789e-01,4.200000000000000000e+01
7.199999999999999734e-01,1.462956605475806415e-01,4.200000000000000000e+01
7.399999999999999911e-01,1.402836205436326089e-01,4.300000000000000000e+01
7.600000000000000089e-01,1.339350243192414247e-01,4.200000000000000000e+01
7.800000000000000266e-01,1.265175206961938192e-01,4.262560882477728086e+01
8.000000000000000444e-01,1.184412542261534529e-01,4.300000000000000000e+01
8.200000000000000622e-01,1.107842257776686934e-01,4.200000000000000000e+01
8.399999999999999689e-01,1.035268368074051953e-01,4.200000000000000000e+01
8.599999999999999867e-01,9.640379180274728788e-02,4.200000000000000000e+01
8.800000000000000044e-01,9.072813710217267347e-02,4.200000000000000000e+01
9.000000000000000222e-01,8.662447820413259059e-02,4.215797263960526919e+01
9.200000000000000400e-01,8.340275041514266796e-02,4.200000000000000000e+01
9.400000000000000577e-01,8.274644637214322029e-02,4.264108572721098511e+01
9.599999999999999645e-01,8.403614720380578329e-02,4.290576209030480470e+01
9.799999999999999822e-01,8.762392189554173150e-02,4.268311402580919633e+01
1.000000000000000000e+00,9.230702361669700096e-02,4.200000000000000000e+01
1.020000000000000018e+00,9.846763292343486962e-02,4.200000000000000000e+01
1.040000000000000036e+00,1.048855625339582542e-01,4.200000000000000000e+01
1.060000000000000053e+00,1.111686423302237908e-01,4.226550010617970088e+01
1.080000000000000071e+00,1.174915515453567039e-01,4.200000000000000000e+01
1.100000000000000089e+00,1.235535106611225648e-01,4.200000000000000000e+01
1.120000000000000107e+00,1.292067202640825030e-01,4.253499555555565337e+01
1.140000000000000124e+00,1.335147968000081342e-01,4.200000000000000000e+01
1.159999999999999920e+00,1.372401466462893072e-01,4.282221813161535806e+01
1.179999999999999938e+00,1.401390963073180229e-01,4.200000000000000000e+01
1.199999999999999956e+00,1.420484462860046315e-01,4.200000000000000000e+01
1.219999999999999973e+00,1.423782508623525345e-01,4.200000000000000000e+01
1.239999999999999991e+00,1.422598829106830332e-01,4.200000000000000000e+01
1.260000000000000009e+00,1.410626302659517550e-01,4.200000000000000000e+01
